customer_id,customer_name,email,signup_date,last_login_date,region,subscription_plan,monthly_spend,support_tickets,feedback_text,churned
CUST1271,Aarav,user271@example.com,2022-05-18,2022-08-29,West,Basic,299.0,14,App crashes sometimes,0
CUST1272,Sneha,user272@example.com,2023-04-25,2024-10-28,Unknown,Unknown,112.55,1,No Feedback,0
CUST1273,Rahul,user273@example.com,2025-03-25,2026-02-14,Unknown,Premium,290.85,10,No Feedback,0
CUST1274,Unknown,user274@example.com,2023-03-29,2024-05-25,North,Enterprise,153.75,1,Excellent!,0
CUST1275,Unknown,user275@example.com,2025-08-10,2027-06-28,South,Enterprise,193.67,16,Excellent!,1
CUST1276,John,user276@example.com,2024-02-10,2024-08-16,Unknown,Unknown,378.44,15,App crashes sometimes,0
CUST1277,Rahul,user277@example.com,2022-10-23,2025-01-25,West,Premium,234.2,1,Excellent!,1
CUST1278,Priya,user278@example.com,2023-06-07,2024-01-01,Central,Unknown,168.48,2,No Feedback,1
CUST1279,Sneha,user279@example.com,2023-01-26,2023-03-19,Unknown,Unknown,137.89,19,Slow response from support,0
CUST1280,Fatima,user280@example.com,2025-04-18,2027-04-29,East,Basic,337.37,6,App crashes sometimes,1
CUST1281,Sneha,user281@example.com,2023-03-10,2023-09-20,West,Premium,481.23,3,App crashes sometimes,1
CUST1282,John,user282@example.com,2025-02-04,2025-12-30,East,Enterprise,388.88,12,No Feedback,1
CUST1283,Fatima,user283@example.com,2024-11-16,2026-04-09,East,Basic,235.67,15,App crashes sometimes,1
CUST1284,Unknown,user284@example.com,2022-04-04,2023-11-01,East,Premium,432.72,4,No Feedback,0
CUST1285,Fatima,user285@example.com,2023-02-06,2024-01-09,East,Unknown,118.86,18,very good,0
CUST1286,Fatima,user286@example.com,2024-09-27,2026-10-07,South,Premium,322.64,15,Need more features,1
CUST1287,Priya,user287example.com,2025-01-24,2026-06-08,Unknown,Unknown,96.1,17,Great service,0
CUST1288,Rahul,user288@example.com,2022-04-10,2024-05-31,North,Premium,8.16,4,Slow response from support,0
CUST1289,Aarav,user289@example.com,2024-11-01,2026-02-10,North,Premium,189.73,19,very good,1
CUST1290,Aarav,,2025-02-03,2026-03-31,Central,Unknown,10.87,16,No Feedback,1
CUST1291,Rahul,user291@example.com,2025-10-12,2026-12-26,South,Premium,404.05,5,Slow response from support,0
CUST1292,Priya,user292@example.com,2025-06-23,2026-12-14,East,Basic,129.95,11,Excellent!,1
CUST1293,Aarav,user293@example.com,2024-07-29,2026-02-27,North,Basic,125.39,7,Slow response from support,1
CUST1294,Priya,user294@example.com,2024-02-16,2025-03-08,West,Unknown,278.59,1,Need more features,0
CUST1295,Sneha,user295@example.com,2024-06-07,2026-03-29,South,Unknown,393.27,18,Great service,0
CUST1296,Rahul,user296@example.com,2025-03-06,2026-07-05,Unknown,Enterprise,139.19,2,Great service,1
CUST1297,Rahul,user297@example.com,2022-02-02,2022-09-02,Central,Premium,295.58,12,No Feedback,0
CUST1298,Rahul,user298@example.com,2025-03-06,2027-07-08,Unknown,Unknown,425.47,17,Excellent!,1
CUST1299,Unknown,user299@example.com,2022-06-10,2023-11-04,South,Unknown,374.0,11,Slow response from support,0
CUST1300,Aarav,user300@example.com,2022-06-05,2023-05-19,Unknown,Enterprise,304.56,19,No Feedback,1
CUST1302,Priya,user302@example.com,2025-09-15,2026-10-09,North,Enterprise,47.42,19,App crashes sometimes,1
CUST1303,Fatima,user303@example.com,2022-11-12,2023-12-06,East,Basic,357.28,20,Excellent!,0
CUST1304,Priya,user304@example.com,2022-07-07,2022-07-12,South,Basic,471.77,14,No Feedback,1
CUST1305,Aarav,user305@example.com,2023-01-19,2024-04-04,North,Enterprise,227.18,17,Slow response from support,1
CUST1306,John,user306@example.com,2025-02-09,2025-05-15,West,Basic,300.48,10,Great service,1
CUST1307,Rahul,user307@example.com,2022-06-23,2024-07-04,South,Enterprise,451.06,7,Excellent!,0
CUST1308,John,user308@example.com,2023-09-09,2024-06-09,West,Enterprise,249.1,2,Excellent!,0
CUST1309,Sneha,user309@example.com,2024-09-18,2026-11-28,West,Basic,43.08,8,very good,0
CUST1310,Fatima,user310@example.com,2022-10-05,2023-08-12,West,Enterprise,8.35,12,Excellent!,1
CUST1311,Fatima,user311@example.com,2024-05-31,2026-09-13,Central,Unknown,412.65,20,No Feedback,0
CUST1312,Unknown,user312@example.com,2023-02-16,2024-06-20,Central,Unknown,160.52,12,No Feedback,1
CUST1313,Sneha,user313@example.com,2023-05-12,2024-04-09,Central,Premium,191.15,12,Slow response from support,1
CUST1314,Unknown,user314@example.com,2023-01-04,2024-12-02,Unknown,Enterprise,384.97,0,App crashes sometimes,1
CUST1315,John,user315@example.com,2022-05-22,2024-09-06,South,Enterprise,424.66,13,Need more features,1
CUST1316,Unknown,user316@example.com,2025-09-10,2026-02-14,Central,Basic,359.04,12,very good,0
CUST1317,Priya,user317@example.com,2024-12-30,2026-06-01,North,Unknown,462.13,13,No Feedback,0
CUST1318,Fatima,user318@example.com,2023-05-24,2025-03-27,Unknown,Basic,334.02,5,Excellent!,0
CUST1319,Fatima,,2022-08-05,2022-08-15,West,Basic,53.81,7,very good,0
CUST1320,Unknown,user320@example.com,2025-10-23,2027-06-17,North,Enterprise,346.77,4,Great service,1
CUST1321,Fatima,user321@example.com,2024-05-01,2024-07-27,West,Unknown,62.45,4,No Feedback,1
CUST1322,Unknown,user322@example.com,2023-02-28,2024-08-14,East,Basic,244.05,15,very good,0
CUST1323,Priya,user323@example.com,2023-09-07,2023-10-22,Unknown,Unknown,406.04,3,No Feedback,0
CUST1324,Unknown,user324@example.com,2022-12-03,2024-12-30,West,Premium,125.74,5,No Feedback,0
CUST1325,Aarav,user325@example.com,2024-04-09,2026-01-13,Unknown,Premium,96.3,20,Excellent!,1
CUST1326,Sneha,user326@example.com,2023-02-09,2024-05-14,East,Unknown,298.14,12,App crashes sometimes,0
CUST1327,Fatima,user327@example.com,2022-05-09,2023-12-21,South,Basic,55.37,17,No Feedback,0
CUST1328,Unknown,user328example.com,2022-08-22,2023-05-17,Central,Basic,337.0,15,Excellent!,1
CUST1329,Priya,user329@example.com,2023-12-14,2024-12-08,Unknown,Premium,423.53,19,No Feedback,0
CUST1330,Rahul,user330@example.com,2023-10-04,2024-02-01,Central,Basic,123.09,3,No Feedback,0
CUST1331,Unknown,user331@example.com,2024-05-06,2026-01-06,Unknown,Premium,73.24,12,Need more features,1
CUST1332,Rahul,user332@example.com,2025-08-14,2026-02-07,East,Unknown,279.68,15,Need more features,1
CUST1333,Rahul,user333@example.com,2024-07-12,2026-04-07,South,Unknown,31.54,11,very good,0
CUST1334,Unknown,user334@example.com,2024-02-26,2025-09-23,Unknown,Unknown,255.19,15,very good,1
CUST1335,John,user335@example.com,2024-06-28,2025-11-10,North,Enterprise,87.79,18,App crashes sometimes,0
CUST1336,Priya,user336@example.com,2023-04-06,2024-10-07,East,Unknown,147.89,14,Slow response from support,1
CUST1337,Sneha,user337@example.com,2025-01-17,2027-05-10,West,Basic,495.49,17,very good,0
CUST1338,Fatima,user338@example.com,2025-08-31,2027-10-09,Unknown,Unknown,127.53,1,No Feedback,1
CUST1339,Fatima,user339@example.com,2022-06-28,2023-09-20,Unknown,Unknown,433.32,3,App crashes sometimes,0
CUST1340,Sneha,user340@example.com,2025-06-03,2027-03-12,Unknown,Basic,216.94,19,App crashes sometimes,0
CUST1341,John,user341@example.com,2025-03-13,2026-03-07,East,Premium,268.48,19,No Feedback,0
CUST1342,Aarav,user342@example.com,2023-07-02,2025-11-26,East,Unknown,259.64,3,Excellent!,0
CUST1343,Fatima,user343@example.com,2025-09-05,2026-01-12,Unknown,Premium,352.21,4,Need more features,0
CUST1345,Fatima,user345@example.com,2025-07-21,2027-10-12,West,Basic,440.66,2,No Feedback,1
CUST1346,Priya,user346@example.com,2023-11-02,2025-06-19,Unknown,Premium,6.22,2,No Feedback,1
CUST1347,Fatima,user347@example.com,2024-03-25,2024-11-03,Unknown,Enterprise,484.22,6,No Feedback,1
CUST1348,Aarav,,2023-11-23,2025-06-05,North,Basic,291.08,18,No Feedback,1
CUST1349,Unknown,user349@example.com,2025-07-06,2027-09-16,West,Basic,419.17,0,Need more features,0
CUST1350,John,user350@example.com,2024-05-26,2024-12-19,North,Unknown,497.87,4,Need more features,1
CUST1351,Unknown,user351@example.com,2024-01-09,2024-09-21,Unknown,Enterprise,45.8,20,Great service,0
CUST1352,Unknown,user352@example.com,2023-04-25,2024-07-07,North,Premium,329.47,3,App crashes sometimes,0
CUST1353,Fatima,user353@example.com,2025-04-30,2025-12-17,Unknown,Basic,262.12,14,Great service,0
CUST1354,Priya,user354@example.com,2024-05-14,2026-04-24,Unknown,Unknown,70.43,2,Excellent!,0
CUST1355,Rahul,user355@example.com,2022-07-29,2022-11-11,Unknown,Unknown,160.11,9,Excellent!,0
CUST1356,Fatima,user356@example.com,2022-10-20,2022-12-29,Unknown,Premium,267.6,0,very good,0
CUST1357,Priya,user357@example.com,2025-07-10,2027-08-15,North,Premium,79.93,13,App crashes sometimes,1
CUST1358,Rahul,user358@example.com,2022-09-10,2024-05-05,South,Enterprise,366.35,11,No Feedback,1
CUST1359,John,user359@example.com,2025-08-13,2025-11-07,South,Premium,127.84,19,Great service,1
CUST1360,Sneha,user360@example.com,2025-05-27,2026-10-30,West,Basic,98.38,12,Great service,1
CUST1361,Fatima,user361@example.com,2022-08-19,2023-04-22,East,Premium,252.29,19,Great service,0
CUST1362,Unknown,user362@example.com,2024-03-03,2026-08-01,Unknown,Basic,420.29,13,Need more features,1
CUST1363,Aarav,user363@example.com,2022-02-04,2023-09-28,Unknown,Basic,38.43,8,Great service,0
CUST1364,Unknown,user364@example.com,2024-11-03,2025-08-23,North,Unknown,316.14,16,Excellent!,1
CUST1365,Priya,user365@example.com,2025-01-03,2026-07-07,Central,Premium,309.94,8,No Feedback,0
CUST1366,Unknown,user366@example.com,2022-11-15,2024-05-17,Unknown,Unknown,166.74,18,No Feedback,0
CUST1367,Aarav,user367@example.com,2023-05-04,2023-07-02,East,Unknown,126.02,13,very good,0
CUST1368,Rahul,user368@example.com,2025-09-09,2027-10-07,West,Enterprise,91.94,0,Great service,0
CUST1369,Rahul,user369example.com,2024-12-07,2026-05-20,Unknown,Unknown,392.58,8,No Feedback,0
CUST1370,John,user370@example.com,2023-07-05,2025-07-24,Central,Basic,443.78,0,Excellent!,1
CUST1371,Unknown,user371@example.com,2023-06-23,2025-06-21,Central,Enterprise,487.65,20,very good,0
CUST1372,John,user372@example.com,2022-04-24,2023-09-17,Unknown,Basic,430.38,5,Need more features,1
CUST1373,Aarav,user373@example.com,2025-03-21,2027-02-09,South,Basic,362.78,7,Great service,0
CUST1374,Unknown,user374@example.com,2024-08-24,2025-08-31,South,Enterprise,194.57,4,Great service,0
CUST1375,Fatima,user375@example.com,2023-05-24,2024-07-23,North,Premium,458.35,10,Slow response from support,1
CUST1376,Priya,user376@example.com,2025-10-10,2025-12-02,West,Unknown,93.78,16,Excellent!,0
CUST1377,Aarav,,2023-08-02,2025-10-02,East,Premium,423.2,10,very good,0
CUST1378,Fatima,user378@example.com,2023-08-21,2025-03-20,Central,Basic,393.33,19,very good,0
CUST1379,Unknown,user379@example.com,2023-02-05,2025-02-24,North,Premium,450.72,7,Great service,0
CUST1380,Unknown,user380@example.com,2025-01-14,2026-01-03,Unknown,Unknown,319.79,0,Great service,1
CUST1381,Aarav,user381@example.com,2023-09-22,2024-01-06,South,Unknown,106.57,7,very good,1
CUST1382,Unknown,user382@example.com,2023-07-28,2023-10-31,Unknown,Basic,26.73,7,No Feedback,1
CUST1383,Aarav,user383@example.com,2025-04-04,2025-07-10,West,Unknown,255.19,20,Slow response from support,1
CUST1384,Fatima,user384@example.com,2022-09-25,2023-05-25,West,Enterprise,149.38,10,No Feedback,1
CUST1385,Priya,user385@example.com,2023-04-24,2023-07-09,South,Basic,472.06,4,Need more features,0
CUST1386,Unknown,user386@example.com,2024-08-12,2025-06-29,East,Basic,206.22,17,App crashes sometimes,1
CUST1388,Aarav,user388@example.com,2023-11-03,2024-04-02,Unknown,Enterprise,50.15,7,Excellent!,1
CUST1389,Sneha,user389@example.com,2023-06-17,2025-10-03,North,Basic,495.38,0,very good,1
CUST1390,Sneha,user390@example.com,2022-07-28,2024-10-28,South,Premium,397.94,3,Great service,0
CUST1391,Priya,user391@example.com,2024-03-31,2025-04-16,North,Basic,344.71,20,No Feedback,0
CUST1392,Priya,user392@example.com,2023-02-09,2024-12-01,North,Basic,224.5,4,No Feedback,0
CUST1393,Aarav,user393@example.com,2022-04-14,2022-10-03,West,Unknown,462.45,13,very good,1
CUST1394,Unknown,user394@example.com,2024-05-23,2024-11-15,South,Basic,180.2,5,No Feedback,1
CUST1395,Unknown,user395@example.com,2025-06-11,2027-03-07,Central,Basic,310.4,20,very good,1
CUST1396,Sneha,user396@example.com,2022-05-05,2022-08-02,Unknown,Unknown,143.49,4,App crashes sometimes,1
CUST1397,Unknown,user397@example.com,2025-01-18,2027-04-11,East,Premium,14.67,12,very good,1
CUST1398,Sneha,user398@example.com,2024-10-25,2025-09-19,North,Unknown,197.25,5,No Feedback,0
CUST1399,Rahul,user399@example.com,2023-07-30,2023-09-27,North,Premium,405.28,15,App crashes sometimes,1
CUST1400,Fatima,user400@example.com,2025-09-07,2026-05-11,Unknown,Unknown,136.93,1,Excellent!,0
CUST1401,Fatima,user401@example.com,2022-12-22,2023-06-20,Central,Premium,122.09,10,Great service,1
CUST1402,Unknown,user402@example.com,2022-10-19,2024-05-17,North,Basic,474.44,15,Need more features,1
CUST1403,Fatima,user403@example.com,2022-04-26,2022-12-20,Central,Premium,302.82,0,Great service,1
CUST1404,Rahul,user404@example.com,2022-09-25,2023-09-08,Central,Unknown,359.88,10,Great service,0
CUST1405,Fatima,user405@example.com,2022-10-18,2024-12-18,Unknown,Unknown,59.91,16,Slow response from support,1
CUST1406,Rahul,,2024-03-21,2025-11-11,Unknown,Basic,55.01,9,Need more features,1
CUST1407,Rahul,user407@example.com,2025-08-02,2026-12-13,West,Enterprise,326.34,5,App crashes sometimes,1
CUST1408,Rahul,user408@example.com,2023-08-27,2024-01-04,Central,Enterprise,92.97,0,Great service,1
CUST1409,Fatima,user409@example.com,2025-06-06,2026-01-18,Unknown,Basic,321.63,3,Need more features,1
CUST1410,Unknown,user410example.com,2023-05-03,2024-04-22,North,Enterprise,491.28,5,No Feedback,0
CUST1411,Aarav,user411@example.com,2023-03-06,2023-11-16,North,Basic,348.12,11,Slow response from support,1
CUST1412,Unknown,user412@example.com,2024-06-16,2026-07-06,East,Premium,212.73,5,very good,1
CUST1413,Unknown,user413@example.com,2024-02-08,2024-05-21,North,Unknown,415.26,18,Need more features,0
CUST1414,Fatima,user414@example.com,2022-03-10,2023-01-05,South,Basic,14.94,8,Slow response from support,0
CUST1415,Aarav,user415@example.com,2022-11-26,2024-12-14,West,Unknown,42.13,2,very good,1
CUST1416,Fatima,user416@example.com,2022-12-04,2024-08-16,South,Premium,445.43,5,Slow response from support,0
CUST1417,John,user417@example.com,2024-04-18,2026-04-01,South,Basic,279.29,17,No Feedback,1
CUST1418,Fatima,user418@example.com,2022-04-12,2023-05-19,North,Basic,288.03,15,Great service,0
CUST1419,Priya,user419@example.com,2022-06-29,2023-04-26,North,Premium,412.83,20,App crashes sometimes,1
CUST1420,John,user420@example.com,2022-12-16,2024-09-29,Unknown,Basic,149.45,2,Slow response from support,1
CUST1421,Rahul,user421@example.com,2024-08-22,2026-01-04,East,Basic,447.96,8,Excellent!,0
CUST1422,John,user422@example.com,2024-01-27,2024-08-05,South,Unknown,225.66,8,very good,1
CUST1423,Unknown,user423@example.com,2023-07-05,2025-02-01,Unknown,Premium,35.51,3,No Feedback,0
CUST1424,Sneha,user424@example.com,2023-04-11,2024-10-28,West,Enterprise,35.19,12,very good,1
CUST1425,Unknown,user425@example.com,2022-06-11,2023-07-20,South,Premium,451.87,1,Slow response from support,0
CUST1426,Unknown,user426@example.com,2023-03-10,2025-06-14,South,Unknown,100.4,1,Slow response from support,1
CUST1427,Priya,user427@example.com,2025-07-08,2025-12-06,West,Premium,417.88,8,Slow response from support,1
CUST1428,Unknown,user428@example.com,2024-03-24,2025-10-10,North,Basic,166.43,8,Great service,1
CUST1429,Priya,user429@example.com,2022-11-03,2023-04-03,Unknown,Enterprise,285.46,18,Slow response from support,0
CUST1431,Unknown,user431@example.com,2023-07-19,2024-09-03,East,Unknown,76.21,19,Great service,1
CUST1432,Fatima,user432@example.com,2023-05-02,2023-06-21,Unknown,Unknown,374.15,8,Great service,1
CUST1433,Rahul,user433@example.com,2023-09-13,2024-07-27,East,Unknown,143.77,15,App crashes sometimes,0
CUST1434,Sneha,user434@example.com,2024-06-26,2026-08-27,West,Premium,413.78,8,Slow response from support,1
CUST1435,Rahul,,2024-04-13,2026-05-11,North,Enterprise,244.81,16,Great service,1
CUST1436,Sneha,user436@example.com,2024-11-03,2025-12-21,Unknown,Premium,72.15,16,Need more features,0
CUST1437,John,user437@example.com,2022-04-29,2023-01-09,East,Unknown,21.37,1,App crashes sometimes,1
CUST1438,Fatima,user438@example.com,2024-08-08,2026-01-07,West,Premium,201.49,3,App crashes sometimes,0
CUST1439,Rahul,user439@example.com,2024-07-02,2024-12-30,Unknown,Enterprise,480.46,15,No Feedback,1
CUST1440,Sneha,user440@example.com,2022-07-05,2023-04-22,Unknown,Premium,18.59,1,App crashes sometimes,0
CUST1441,Unknown,user441@example.com,2025-10-19,2026-05-18,South,Unknown,138.2,13,Great service,0
CUST1442,John,user442@example.com,2022-12-21,2024-08-27,West,Basic,401.43,7,No Feedback,1
CUST1443,Priya,user443@example.com,2023-12-16,2025-03-30,North,Premium,129.74,14,Excellent!,1
CUST1444,Priya,user444@example.com,2025-09-18,2028-01-29,West,Basic,420.49,17,No Feedback,1
CUST1445,Sneha,user445@example.com,2023-11-20,2024-08-29,South,Premium,322.09,8,No Feedback,1
CUST1446,Rahul,user446@example.com,2023-05-08,2023-07-05,Unknown,Basic,403.69,19,No Feedback,1
CUST1447,Unknown,user447@example.com,2025-09-04,2027-01-26,Unknown,Basic,498.75,8,Excellent!,1
CUST1448,Unknown,user448@example.com,2025-04-09,2027-04-04,Unknown,Enterprise,497.4,6,App crashes sometimes,1
CUST1449,Priya,user449@example.com,2024-11-04,2025-09-07,West,Premium,423.48,17,No Feedback,0
CUST1450,Sneha,user450@example.com,2023-06-14,2025-06-25,East,Premium,405.13,5,Slow response from support,1
CUST1451,John,user451example.com,2023-09-21,2024-11-24,West,Unknown,395.1,10,No Feedback,1
CUST1452,Sneha,user452@example.com,2022-08-30,2023-12-24,Central,Basic,31.57,20,very good,0
CUST1453,Rahul,user453@example.com,2025-10-26,2026-11-20,South,Enterprise,267.27,13,Need more features,0
CUST1454,Rahul,user454@example.com,2024-04-18,2025-11-22,Unknown,Basic,446.96,14,No Feedback,0
CUST1455,Aarav,user455@example.com,2024-09-25,2025-08-31,West,Enterprise,317.36,5,Great service,1
CUST1456,Priya,user456@example.com,2023-03-05,2025-04-22,South,Premium,387.9,18,very good,0
CUST1457,Aarav,user457@example.com,2024-06-07,2026-03-17,North,Premium,217.56,13,Excellent!,1
CUST1458,Aarav,user458@example.com,2023-02-13,2025-03-02,Unknown,Basic,189.69,0,App crashes sometimes,1
CUST1459,Priya,user459@example.com,2025-07-07,2027-07-28,West,Premium,128.17,11,Need more features,1
CUST1460,Unknown,user460@example.com,2025-04-20,2026-02-27,Unknown,Premium,87.67,1,No Feedback,1
CUST1461,Fatima,user461@example.com,2025-05-06,2026-10-24,Unknown,Premium,172.23,4,very good,1
CUST1462,Sneha,user462@example.com,2022-12-04,2025-03-14,Unknown,Basic,204.68,7,Need more features,0
CUST1463,John,user463@example.com,2025-04-22,2026-09-20,Unknown,Premium,88.65,11,Excellent!,0
CUST1464,Aarav,,2025-06-30,2025-08-18,Unknown,Basic,298.99,1,Great service,0
CUST1465,Rahul,user465@example.com,2024-05-03,2025-07-31,South,Unknown,193.23,17,very good,1
CUST1466,Unknown,user466@example.com,2025-07-14,2025-07-23,Unknown,Basic,154.05,3,Need more features,1
CUST1467,Unknown,user467@example.com,2024-11-13,2026-11-19,South,Premium,310.76,9,Slow response from support,0
CUST1468,Unknown,user468@example.com,2023-02-14,2025-04-20,East,Premium,135.18,16,No Feedback,0
CUST1469,Sneha,user469@example.com,2022-03-22,2023-10-04,North,Basic,250.7,6,No Feedback,1
CUST1470,Priya,user470@example.com,2025-10-07,2026-01-06,Unknown,Premium,453.91,18,Need more features,1
CUST1471,John,user471@example.com,2022-06-03,2024-06-12,East,Basic,363.17,8,very good,0
CUST1472,Fatima,user472@example.com,2022-04-13,2022-07-24,West,Unknown,407.52,1,No Feedback,1
CUST1474,Rahul,user474@example.com,2024-06-15,2026-03-13,North,Basic,137.81,2,No Feedback,1
CUST1475,Rahul,user475@example.com,2024-03-30,2025-07-10,North,Premium,139.56,12,Excellent!,1
CUST1476,Rahul,user476@example.com,2022-05-01,2024-09-11,Central,Basic,83.9,13,very good,1
CUST1477,Priya,user477@example.com,2024-01-05,2025-09-22,West,Basic,19.26,4,very good,1
CUST1478,Fatima,user478@example.com,2022-04-05,2022-06-08,Central,Premium,134.5,10,App crashes sometimes,0
CUST1479,Unknown,user479@example.com,2025-06-20,2025-09-25,South,Unknown,219.26,7,No Feedback,1
CUST1480,Unknown,user480@example.com,2025-02-17,2026-11-06,Unknown,Premium,32.01,20,very good,0
CUST1481,Aarav,user481@example.com,2022-06-03,2024-07-11,Central,Premium,248.37,7,No Feedback,1
CUST1482,Unknown,user482@example.com,2025-02-01,2026-11-21,Unknown,Premium,192.43,7,very good,0
CUST1483,Unknown,user483@example.com,2024-07-06,2024-10-04,Unknown,Unknown,429.01,14,Slow response from support,1
CUST1484,John,user484@example.com,2022-02-06,2022-05-22,Central,Premium,204.7,1,Slow response from support,0
CUST1485,Sneha,user485@example.com,2023-02-28,2024-12-29,Unknown,Basic,337.38,10,Great service,1
CUST1486,Unknown,user486@example.com,2023-11-11,2025-06-06,North,Basic,384.87,19,No Feedback,1
CUST1487,Priya,user487@example.com,2025-09-11,2026-04-26,North,Premium,6.09,11,No Feedback,1
CUST1488,Sneha,user488@example.com,2024-10-05,2025-02-25,South,Basic,411.81,13,No Feedback,0
CUST1489,Unknown,user489@example.com,2024-03-15,2024-10-21,North,Unknown,231.24,6,Slow response from support,1
CUST1490,Unknown,user490@example.com,2025-10-08,2027-06-02,North,Premium,65.99,14,Need more features,1
CUST1491,Rahul,user491@example.com,2022-04-10,2023-10-28,Unknown,Unknown,467.98,18,Need more features,1
CUST1492,Unknown,user492example.com,2022-09-20,2023-01-04,Central,Unknown,196.77,19,Excellent!,1
CUST1493,Rahul,,2023-05-24,2024-02-28,South,Basic,201.95,10,very good,1
CUST1494,Sneha,user494@example.com,2025-05-18,2027-05-04,South,Premium,443.79,16,No Feedback,1
CUST1495,Fatima,user495@example.com,2025-07-02,2027-07-03,Unknown,Basic,148.84,11,Need more features,0
CUST1496,Unknown,user496@example.com,2023-12-23,2025-07-20,Unknown,Basic,242.78,18,No Feedback,1
CUST1497,Sneha,user497@example.com,2024-12-06,2025-03-25,East,Unknown,17.51,4,Great service,0
CUST1498,Sneha,user498@example.com,2022-11-26,2023-09-15,Unknown,Premium,343.28,4,No Feedback,0
CUST1499,Sneha,user499@example.com,2022-03-08,2023-03-10,Central,Unknown,407.94,3,Excellent!,0
